"fecha","x","y"
2021-01-01,101.775875638205,1129.77000527996
2021-01-02,108.755826322233,901.152281408839
2021-01-03,96.6054774286973,1026.97000687069
2021-01-04,99.7680815584601,1023.020345555
2021-01-05,92.3693253746865,1034.0576412193
2021-01-06,110.220603858308,1160.53523769451
2021-01-07,83.4209367380173,1027.87140147837
2021-01-08,100.527320396234,1073.07837538659
2021-01-09,106.251377932693,1062.60726411436
2021-01-10,105.59200929227,1120.96456546586
2021-01-11,84.4276955389327,1064.77033254117
2021-01-12,95.1955724661374,1110.82409354249
2021-01-13,84.1661936756672,836.798213752844
2021-01-14,111.147408684304,1220.94382019133
2021-01-15,98.6802338126286,1070.49378401292
2021-01-16,99.5815841335503,921.272526434694
2021-01-17,103.264473294774,980.974125397209
2021-01-18,79.6654060837833,789.831838542167
2021-01-19,84.7834631221381,940.131263192131
2021-01-20,94.7061731319638,859.482393584308
2021-01-21,107.467465056607,1182.09216919375
2021-01-22,92.9903594006356,916.375304330647
2021-01-23,112.690216785679,1173.7059904733
2021-01-24,93.0991991248807,994.974008559642
2021-01-25,115.490819134009,1209.61267079094
2021-01-26,117.153316197776,1271.88918441667
2021-01-27,100.037374291392,1239.86305481929
2021-01-28,96.7612158984319,1085.88283426507
2021-01-29,101.472137912123,952.72834781351
2021-01-30,97.8954619100015,1019.17623988243
2021-01-31,97.4972567789511,984.712525490982
2021-02-01,102.891402794216,1137.19715409172
2021-02-02,115.787472032092,1070.53278073443
2021-02-03,104.299845198878,1036.70123782932
2021-02-04,112.956121837202,1162.8461670618
2021-02-05,96.6386946037264,1062.84197466931
2021-02-06,113.028024235797,1220.26108672144
2021-02-07,97.8227380874818,1144.89988773438
2021-02-08,89.1340710666155,962.316827401201
2021-02-09,105.448705022548,1138.17385927486
2021-02-10,96.6445253392496,1002.52586064522
2021-02-11,82.8891051122121,896.873459202129
2021-02-12,94.379107615536,1021.06087224177
2021-02-13,99.4715474558492,994.566110968101
2021-02-14,97.8997617847822,1012.99485020829
2021-02-15,104.152775584424,1094.67908098265
2021-02-16,100.987590686018,1083.26481690046
2021-02-17,100.146227713977,1076.9848090817
2021-02-18,98.0855908907609,901.698606967669
2021-02-19,98.0799351186697,883.184760116906
2021-02-20,87.3974808619229,1009.64360157977
2021-02-21,81.2587428961709,937.949398671049
2021-02-22,90.0129510622222,916.016326576003
2021-02-23,94.1291933174107,904.817222328246
2021-02-24,104.270858027282,1095.0966539134
2021-02-25,103.255840393029,1169.74531371136
2021-02-26,101.815603164888,1169.05236700136
2021-02-27,110.975738279999,1119.1327529804
2021-02-28,92.7642479180645,948.049203497858
2021-03-01,97.4487170609243,1108.64707756904
2021-03-02,96.8800028431888,890.251548888347
2021-03-03,103.15109869636,985.62123798055
2021-03-04,105.638587120466,1069.89191335942
2021-03-05,98.6825140821653,1111.85319451656
2021-03-06,95.2500174785959,1112.26570442543
2021-03-07,89.855978707918,916.253701082523
2021-03-08,107.616014233241,1102.62927699929
2021-03-09,101.360247768895,1119.78228860562
2021-03-10,104.357081662014,1059.6883691702
2021-03-11,108.675290397943,1438.84806963761
2021-03-12,95.060679634114,1207.71475606251
2021-03-13,87.6862039788084,936.163551981251
2021-03-14,83.1139076974221,1004.65403450809
2021-03-15,105.268070370622,929.736985057973
2021-03-16,119.232366498741,1228.6940808635
2021-03-17,93.130553129571,953.965337420062
2021-03-18,113.789404374484,1203.89479255575
2021-03-19,97.6759545204922,893.297446508956
2021-03-20,109.875382799144,1022.71567979388
2021-03-21,110.220202758945,1148.15470681967
2021-03-22,106.882899921497,1102.38913327384
2021-03-23,87.4551754870644,1100.51408407501
2021-03-24,100.77966658209,1188.87120609332
2021-03-25,104.257676947711,1127.46259511329
2021-03-26,117.307578777292,1328.5996255901
2021-03-27,102.698339639371,1108.01665999638
2021-03-28,98.2431341870948,1046.56429645066
2021-03-29,91.5180967262357,956.078433898556
2021-03-30,79.7399918355859,825.24682087321
2021-03-31,108.261114908565,933.183749010027
2021-04-01,96.8360163231874,1046.72663492262
2021-04-02,100.627236443793,940.502560053943
2021-04-03,99.9809249566226,865.663607910088
2021-04-04,97.3567301248746,1009.80246307942
2021-04-05,100.596708127506,1028.39902286573
2021-04-06,99.6508925269657,887.799232725815
2021-04-07,80.8655863473086,830.81364174592
